-2.0142,-1.7017
-2.6422,-0.0015182
-2.0623,-2.1538
0.16198,2.9775
-2.0564,2.2778
3.0061,-0.20203
1.8095,-2.1145
-0.16538,3.4554
1.9267,2.0952
2.2423,-1.9746
-1.6712,2.1981
0.42696,-3.1127
1.9387,1.9189
0.21524,-3.1265
-2.8925,-0.19102
-0.0091921,-3.1993
1.9595,-2.3859
-2.5257,-0.47753
-0.046462,-2.6524
0.1515,-2.5793
-2.9135,-0.28389
-0.14159,3.4548
2.0491,-1.8168
-2.1212,2.0889
-2.4516,2.1475
2.0586,2.2403
0.25317,-3.1833
-3.4955,0.025418
1.9942,-2.3266
-2.8124,0.0075972
2.5104,2.0706
-0.12201,-3.0991
-2.4505,-2.5286
1.8681,-2.1031
-2.1508,-2.3256
-2.1523,2.2847
2.2074,-2.265
-2.0163,2.4226
-2.0013,-2.0542
-2.1123,-2.1973
0.26281,-2.5165
1.7191,-2.2633
-0.0095244,-2.8356
-0.1384,-2.7338
2.3705,-2.0539
-2.6305,-2.2009
1.9522,-1.8573
2.7059,-0.20855
2.0761,1.9692
-2.2915,1.8917
-1.8522,-2.0125
2.4387,-2.035
2.2577,-1.6525
2.3659,-1.8998
-3.1704,0.12982
-0.30461,-2.7109
-2.5879,-0.12244
2.357,-1.9845
-1.5829,2.0729
0.093796,-3.126
-2.1333,-2.3895
-0.39363,-2.8131
-2.1949,-1.7748
-3.0983,-0.16992
0.057454,3.232
-2.2559,-1.8065
0.016891,-3.2812
2.4011,-2.4692
-0.34915,-2.8291
-0.10041,2.9391
2.0141,1.7953
2.3693,2.2111
-2.1601,1.689
1.9845,2.5009
-2.2328,-2.0324
1.7066,1.927
2.6676,-1.8765
-2.9719,-0.039196
1.9221,-1.9318
-2.3533,-1.9068
-1.74,-2.2413
1.886,-2.037
-2.9445,-0.089268
0.33708,-3.223
2.3665,-2.2607
-0.013212,-3.2558
-1.725,1.6886
-0.32636,-2.8076
2.0976,-1.6297
-0.15167,-3.151
2.1582,1.7716
2.4323,2.1153
-2.6245,2.1646
0.035182,-3.302
2.0638,-2.0884
0.051215,-2.7519
-0.2144,-3.1659
-2.2214,-2.7101
2.6054,-1.5506
-0.12265,-2.9161
2.4597,-2.044
-3.1315,0.029981
2.9039,0.27298
-1.5382,1.5005
-2.2685,-1.9224
1.9917,1.9164
-2.9005,-0.15489
-0.14985,-3.1927
-3.0207,-0.016362
2.1277,-2.2657
2.2519,-2.1296
-0.10457,2.835
-0.32071,-3.0993
2.0806,-2.3236
-2.1402,2.0905
3.1289,-0.27778
-2.2697,-2.1138
-2.6273,0.36191
-1.7492,-2.1082
-2.2256,2.2647
0.056527,-2.9673
2.8259,0.19645
2.2774,-1.8986
2.0761,2.5493
-1.9019,-2.0287
2.0703,-1.8821
0.2523,-3.1383
-1.7787,2.0108
-2.0197,1.7144
-0.1153,-2.4362
-1.9878,-2.2741
0.1304,-3.5547
-1.7671,2.2198
-3.1035,-0.090239
-2.1402,2.2873
1.9498,-2.0854
-0.23545,2.7968
2.3142,-2.1484
0.37943,2.9785
1.8052,-2.4537
0.13808,-3.3888
2.5791,-1.676
-0.1158,2.968
-2.0963,2.5966
2.2671,-2.555
-2.0863,1.9909
1.958,-2.1494
2.437,-2.4485
2.3303,-2.0338
2.0787,-2.4956
-0.29376,-2.7694
-0.096063,-3.1156
-2.5752,0.025627
0.18333,-3.0325
-1.9332,-1.7679
2.4956,-2.2237
0.067782,-2.9259
2.0824,-2.2352
-2.039,-1.9892
-2.7211,1.7486
0.3762,-2.8311
2.8902,0.39612
-2.2445,-2.099
0.16317,-3.2461
